00
84.809,0.00
84.823,0.00
84.837,0.00
84.850,0.00
84.864,0.00
84.877,0.00
84.890,0.00
84.904,0.00
84.918,0.00
84.931,0.00
84.944,0.00
84.958,0.00
84.972,0.00
84.985,0.00
84.999,0.00
85.012,0.00
85.025,0.00
85.040,0.00
85.053,0.00
85.066,0.00
85.080,0.00
85.093,0.00
85.107,0.00
85.121,0.00
85.134,0.00
85.147,0.00
85.160,0.00
85.175,0.00
85.188,0.00
85.201,0.00
85.215,0.00
85.229,0.00
85.242,0.00
85.256,0.00
85.269,0.00
85.282,0.00
85.297,0.00
85.310,0.00
85.323,0.00
85.337,0.00
85.350,0.00
85.364,0.00
85.378,0.00
85.391,0.00
85.404,0.00
85.417,0.00
85.432,0.00
85.445,0.00
85.458,0.00
85.472,0.00
85.485,0.00
85.499,0.00
85.513,0.00
85.526,0.00
85.539,0.00
85.553,0.00
85.567,0.00
85.580,0.00
85.594,0.00
85.607,0.00
85.620,0.00
85.635,0.00
85.648,0.00
85.661,0.00
85.675,0.00
85.688,0.00
85.702,0.00
85.715,0.00
85.729,0.00
85.742,0.00
85.755,0.00
85.770,0.00
85.783,0.00
85.796,0.00
85.810,0.00
85.823,0.00
85.837,0.00
85.851,0.00
85.864,0.00
85.877,0.00
85.891,0.00
85.905,0.00
85.918,0.00
85.932,0.00
85.945,0.00
85.958,0.00
85.972,0.00
85.986,0.00
85.999,0.00
86.012,0.00
86.026,0.00
86.040,0.00
86.053,0.00
86.067,0.00
86.080,0.00
86.094,0.00
86.108,0.00
86.121,0.00
86.134,0.00
86.148,0.00
86.162,0.00
86.175,0.00
86.189,0.00
86.202,0.00
86.215,0.00
86.230,0.00
86.243,0.00
86.256,0.00
86.269,0.00
86.283,0.00
86.297,0.00
86.310,0.00
86.324,0.00
86.337,0.00
86.350,0.00
86.365,0.00
86.378,0.00
86.391,0.00
86.405,0.00
86.418,0.00
86.432,0.00
86.446,0.29
86.459,0.64
86.472,0.59
86.486,0.56
86.500,1.30
86.513,1.33
86.526,1.24
86.540,1.15
86.553,1.07
86.567,1.00
86.581,0.93
86.594,0.87
86.607,0.81
86.621,0.76
86.635,0.71
86.648,0.66
86.662,0.62
86.675,0.58
86.688,0.54
86.703,0.51
86.716,0.47
86.729,0.44
86.743,0.42
86.756,0.39
86.770,0.37
86.784,0.34
86.797,0.32
86.810,0.30
86.824,0.28
86.838,0.26
86.851,0.24
86.864,0.23
86.878,0.22
86.892,0.21
86.905,0.19
86.919,0.18
86.932,0.17
86.945,0.16
86.960,0.15
86.973,0.14
86.986,0.13
87.000,0.12
87.013,0.11
87.027,0.11
87.041,0.10
87.054,0.09
87.067,0.09
87.080,0.08
87.095,0.08
87.108,0.07
87.121,0.07
87.135,0.06
87.148,0.06
87.162,0.05
87.176,0.05
87.189,0.05
87.202,0.04
87.216,0.04
87.230,0.04
87.243,0.03
87.257,0.03
87.270,0.03
87.283,0.03
87.298,0.03
87.311,0.02
87.324,0.02
87.337,0.02
87.351,0.02
87.365,0.02
87.378,0.01
87.392,0.01
87.405,0.01
87.418,0.01
87.433,0.01
87.446,0.01
87.459,0.01
87.473,0.01
87.486,0.01
87.500,0.00
87.514,0.00
87.527,0.00
87.540,0.00
87.554,0.00
87.568,0.00
87.581,0.00
87.595,0.00
87.608,0.00
87.621,0.00
87.635,0.00
87.649,0.00
87.662,0.00
87.675,0.00
87.689,0.00
87.703,0.00
87.716,0.00
87.730,0.00
87.743,0.00
87.756,0.00
87.771,0.00
87.784,0.00
87.797,0.00
87.811,0.00
87.825,0.00
87.838,0.00
87.852,0.00
87.865,0.00
87.878,0.00
87.892,0.00
87.906,0.00
87.919,0.00
87.932,0.00
87.946,0.00
87.960,0.00
87.973,0.00
87.987,0.00
88.000,0.00
88.013,0.00
88.028,0.00
88.041,0.00
88.054,0.00
88.068,0.00
88.081,0.00
88.095,0.00
88.109,0.00
88.122,0.00
88.135,0.00
88.148,0.00
88.163,0.00
88.176,0.00
88.189,0.00
88.203,0.00
88.216,0.00
88.230,0.00
88.244,0.00
88.257,0.00
88.270,0.00
88.284,0.00
88.298,0.00
88.311,0.00
88.325,0.00
88.338,0.00
88.351,0.00
88.366,0.00
88.379,0.00
88.392,0.00
88.406,0.00
88.419,0.00
88.433,0.00
88.446,0.00
88.460,0.00
88.473,0.00
88.486,0.00
88.501,0.00
88.514,0.00
88.527,0.00
88.541,0.00
88.554,0.00
88.568,0.00
88.582,0.00
88.595,0.00
88.608,0.00
88.622,0.00
88.636,0.00
88.649,0.00
88.663,0.00
88.676,0.00
88.690,0.00
88.704,0.00
88.717,0.00
88.730,0.00
88.743,0.00
88.758,0.00
88.771,0.00
88.784,0.00
88.798,0.00
88.811,0.00
88.825,0.00
88.839,0.00
88.852,0.00
88.865,0.00
88.879,0.00
88.893,0.00
88.906,0.00
88.920,0.00
88.933,0.00
88.946,0.00
88.961,0.00
88.974,0.00
88.987,0.00
89.000,0.00
89.014,0.00
89.028,0.00
89.041,0.00
89.055,0.00
89.068,0.00
89.081,0.00
89.096,0.00
89.109,0.00
89.122,0.00
89.136,0.00
89
